ego	alter	pair	ell	t0ix	tfix	nix	stE	E
0xf8	0x1bceb44e0e95534a	-0x15542b8e731ae6ff	0	226	530	2	0	0
0xca	0x29a72d644c49320c	-0x155b1a23135de0ee	0	389	566	1	0	0
0x4d	0x6fad12ed1b9e7dcb	-0x155de1ccd0a95ea	0	321	321	1	0	0
0xf9	-0x6e67011fc9221bec	-0x1568653bcb7483c1	54	177	522	4	0	0
0x4b	0x599579b4720bf673	-0x1570b7cac7dcce12	0	307	315	2	0	0
0x2b	-0x28a747932b1b4c86	-0x157118ffdb510d9d	0	619	638	1	1	1
0x113	-0x408e44ebd612b357	-0x15745da9901684e0	4	246	617	2	0	0
0xce	0x1d15d344ce36b337	-0x1576458de8539bae	0	130	331	2	1	1
0x42	0x55ffc8c757ab3a00	-0x157e1fb972862751	0	136	136	1	0	0
0x40	-0x69eb894a0fe74736	-0x15884a20395327f7	0	622	623	1	0	0
0x49	-0x668df6376204bf38	-0x158b677f8fa16161	11	98	109	2	0	0
0x61	0x5f04b4df4992d7fc	-0x158c24fa0306f900	0	378	378	1	0	0
0xef	0x49a9ed1a97be66f7	-0x1598e27e7ed8882	18	167	423	3	0	0
0x115	-0x52096aa04a7daaef	-0x159a042699b3ed3d	1	175	545	2	0	0
0x4a	0x6d107f607e20ddb0	-0x159acd9959c8308f	0	173	181	1	0	0
0xf5	-0x31f99caf14d81b72	-0x159b7548aff8c4d9	0	184	461	2	0	0
0xc2	-0x7df2c267a51aeb65	-0x15a226bc2fce69e9	0	96	288	1	1	1
0x2c	0x2be85f8e13c43091	-0x15a9cbd09c41e3f7	0	162	179	1	0	0
0xc4	-0x3e61834a0ffa9785	-0x15abd35791fa4665	31	295	500	2	0	0
0x46	0x48b900fa9513b84f	-0x15b701dc250c4381	0	130	130	2	0	0
0x24	-0x4aff7cf9fae889e9	-0x15b9ac5462de4123	0	275	288	1	1	1
0x30	0x695a294731d5fdfd	-0x15bb850180b3149a	0	91	111	1	0	0
0x46	0x11fcf8a677bca1ec	-0x15bc391539201a01	0	482	482	1	0	0
0xef	0x1219b040c272582a	-0x15bc7c863707d59a	0	257	495	1	0	0
0x2d	-0x258e694c69b6d210	-0x15bcf5c798e25054	11	470	507	4	0	0
0x103	0x1ff79fd1789a3b3b	-0x15bd1bc20f660e84	68	58	481	2	0	0
0x3c	0x3ea02a4e75012835	-0x15cd44182c53d7bd	0	256	256	1	0	0
0x27	0x5653d03415e56423	-0x15d5339da248053a	244	160	425	4	0	0
0x58	-0x1ac185f7745a0508	-0x15dd388b25a2dab8	172	317	506	2	0	1
0x70	-0x77fedeb5c3900c53	-0x15df3c3795966550	0	161	172	1	0	0
0x3c	-0x4b0c6722b29d1549	-0x15e7e2098bd0bb42	0	109	109	1	0	0
0x70	-0x72226357a4f98c73	-0x15e7fb4eb973bf1b	0	105	116	1	0	0
0x53	-0x6f9ee4e09650accf	-0x15e84a68476aee80	0	167	167	1	0	0
0x44	0x56f8f903e66d1fd3	-0x15eade0102cbc93a	0	622	627	1	0	0
0x1e	-0x4464aaabb24d21f8	-0x15ed1d87ab9ca53f	84	416	500	5	0	0
0xd2	-0x1b4460b80f8f6a48	-0x15ee0ccd6697179b	0	113	313	2	0	0
0x4a	-0xd5b6123bfea1984	-0x15f412f14126de6b	0	127	135	1	1	1
0xe0	-0x7ef3cc7dd1ab9bd6	-0x15f46a6d9f3cecab	0	66	300	1	0	0
0x101	-0x6a0298dfc92247fe	-0x15f80d0756c79984	0	56	364	1	0	0
0xf9	-0x38b6f42aa4ecb45d	-0x15fb129624e5d35d	0	52	343	1	0	0
0xf2	0x7ee4dd7b43c749b5	-0x15fb2dd6d67bead4	0	206	498	1	1	1
0xee	0x1fc154063860a168	-0x15fbb6440ee301eb	15	319	620	2	0	0
0xee	-0x6cb643dacd2b060b	-0x15fe130022f75f8d	0	140	426	1	0	0
0xf9	-0x5709f2d7c9ce9bcc	-0x15ff509ca885554b	0	294	585	1	0	0
0xf9	-0x66766b94d4687d49	-0x16002e168211aa8a	0	165	456	1	1	1
0xf0	0x61dc290d45c665c4	-0x1602989cc0c45bde	0	265	552	2	0	0
0x56	-0x7a59373d62194a80	-0x160b346dabb004a3	0	614	615	1	0	0
0x27	-0x7969a16f36b5083b	-0x160e40cb904bf546	0	53	74	2	0	0
0x2c	-0x5e834744e50519ba	-0x1612286f9905ca60	0	86	103	2	0	0
0x21	0x4fb834870789c819	-0x161c264a6d0cfe7f	0	157	157	1	0	0
0x45	-0x4542722ea64d6aaf	-0x161ddfb0d6628b06	0	180	181	1	0	0
0x3e	0x57ac9137c89262b7	-0x161f96a67dfdbb7e	0	509	509	2	0	0
0x42	-0x48ac21ce068e5a48	-0x1621042ebbec0a2	0	405	405	1	0	0
0x101	-0xdf8be04fef0a411	-0x1623db43ed86c60c	0	202	510	1	0	0
0x101	0x72db9bebefbe9ee3	-0x162461d09e669599	0	307	615	2	0	0
0xff	0x6e9cdbaccf47b83f	-0x1634ed41c27fe767	0	228	542	1	0	0
0x2f	0x42b5e344a2a629c7	-0x16376fa2150408de	0	567	567	1	0	0
0x10b	-0x6db1c6da8faa1e28	-0x1637c265bab01d99	0	201	551	1	0	0
0xef	-0x3379e95cc7521346	-0x163d54e4772e2bcc	132	235	605	2	0	0
0x2f	-0x5203786fad9a8cc5	-0x163f09427e9128f8	0	395	395	1	0	0
0xcb	-0x2ff3489c984840c0	-0x164081511a696f8a	0	307	493	1	0	0
0x5e	0x3ca5ef5d19a1d70f	-0x1640c0c9e54fdf1b	0	510	510	1	0	0
0x53	0x4721034a5abec67e	-0x16432b569a8015e9	0	544	544	1	0	0
0xc3	0xea249a955708be	-0x16472ad0d4b6cd7d	0	141	313	1	0	0
0xe8	-0x5958624377a64099	-0x1649456a532d936f	0	292	587	1	0	0
0x3b	-0x323b6d31fa537094	-0x164a94ee8926577d	0	179	179	1	0	0
0x2f	0x46035eb2ea706399	-0x164c5d8908a61710	0	174	174	1	0	0
0xca	0x29eb39db74a876fc	-0x1659f3d20dccfeb6	0	306	483	1	0	0
0x103	-0x4babdfb125dd8ddf	-0x165d354350b258cb	29	154	538	2	0	0
0x50	0x1fe2bb7990b233b1	-0x165de0379f8fe75	0	595	608	1	0	0
0xef	-0x2acab6547c25b0a4	-0x165f502e2942c7ac	0	146	384	1	0	0
0x30	-0x36223e2bbd4c7f25	-0x166b94bce80c9c2e	0	491	511	1	0	0
0x21	-0x3e0df37d7653e40a	-0x16730709003c1bd5	0	350	350	1	0	0
0x5b	-0x55a6125ad95b7161	-0x1673bed65735cc47	0	348	354	1	0	0
0xcd	0x12d774667aee69e3	-0x167500dffdad3cb1	0	416	603	2	1	1
0x4e	0x454a73578997e850	-0x167849b0bc4b511e	0	394	394	1	1	1
0x1d	-0x143a0cb8c45b7929	-0x16787fd51f0b0487	0	292	292	1	0	0
0x5a	0x7ef965e6569b455d	-0x1689a0ab3fb74741	63	233	298	5	0	0
0x102	-0x3c7bbef1e5e53e35	-0x1689bed5a39abe4a	0	197	509	1	0	0
0x103	0x7450b69567420126	-0x168fc573919c250e	0	147	502	1	0	0
0xf1	0x46405fd4bbd94d4c	-0x1691cd2fbaa7abb	0	178	465	1	0	0
0x3f	-0x4ed226fc48f34c05	-0x169b7e16b12e7360	0	609	609	1	0	0
0xc2	-0x75015a8669b4f965	-0x169c4b416a55c425	0	422	614	1	0	0
0x110	0x714ce0ac00094ab8	-0x169c8e207f1c9337	0	284	626	1	0	0
0xd5	-0x669f622ae5daa0cc	-0x169d377fd76b3047	5	187	423	3	0	0
0x5a	0x53570ab80886edc	-0x169eb35e90821253	0	607	609	2	0	0
0x39	-0x77a574d012319490	-0x16a15fe54d7cb473	170	384	554	4	0	0
0x46	-0x478d3bc0ee855f80	-0x16a4f31b90c0786	0	384	384	1	0	0
0xe9	-0x39e1c497bb72ea43	-0x16a9ddbd3bd016e7	0	270	561	1	1	1
0x1c	0x7599db47ff5934a9	-0x16aed7b5fc511922	0	565	565	1	0	0
0x109	-0x1c39fdceebf4f3c5	-0x16b28f1b2312f315	0	141	488	1	0	0
0xf0	-0x1c61e5a8239523c3	-0x16b4eae890c3b20d	0	283	570	1	0	0
0x5a	-0x51eb6077c0f8cec4	-0x16b93efdea27d3c8	0	64	66	1	0	0
0xee	0x351250b6dcc80c21	-0x16ba0a4d351567aa	0	183	469	2	0	0
0x5f	-0x1578cbd4dc6c6191	-0x16c282665452f18f	0	312	312	1	0	0
0x104	0x15cccb35aeb2ba0a	-0x16c2d77a7fabcf4	204	53	571	3	0	0
0x10d	-0x3cd72a721e8e0208	-0x16c675b4b93e6c75	0	219	574	1	0	0
0x3c	-0x48635977959cbd42	-0x16c8fe2dab04165d	88	207	295	3	0	1
0x3e	-0x47886e30316d363e	-0x16ca2e7d40f899c7	40	449	489	2	1	0
0x50	0x4299e0eace6ab0f1	-0x16cf155d5e906d17	197	424	634	5	0	1
0x1c	-0x73c439fa0ea9dc9e	-0x16d2078fe8f60b1a	0	579	579	1	0	0
0xfb	-0x7a5d3e1f3bcf1feb	-0x16d7ef6406a6d0aa	0	322	591	1	0	0
0xe8	-0xcb6c5d34471b567	-0x16d8112f7ef95966	0	62	357	1	0	0
0xf9	-0x1e1bce8c8411acbd	-0x16da76d76dacdbe4	7	182	480	2	0	0
0x32	0x613b608d4e1738ff	-0x16dcc231f7d4ab5f	0	245	245	1	0	0
0x10c	-0x52fd18a124b52ab1	-0x16df23fbeff6a1a8	0	88	446	1	0	0
0x4a	0x46f5dc8d2a0b7e8d	-0x16e6c15d9a4503ce	0	335	343	1	0	0
0x44	0x3ab354a0a97ae40c	-0x16ebd700ee219f8b	0	233	238	1	0	0
0x39	-0x4213a282613ecc81	-0x16eef442721964da	0	423	423	1	0	0
0x45	0x7e5612d98bb6a3ab	-0x16f3330d53b8aabf	0	369	370	1	0	0
0x4e	0x3ffb073ebf887fb8	-0x16fc63a89f27603	5	511	516	3	0	0
0x22	-0x335d7ec46cf9904b	-0x17002d7d272af084	0	498	498	1	1	1
0x61	0x536551b39a9e371f	-0x17033593c48167f2	0	494	494	1	0	0
0x5b	0x70d88b67a80eab55	-0x170992e55679b73d	4	295	305	2	0	0
0x1e	0xdf7f0d3e8fb38fd	-0x1709d0dede4c2935	34	92	126	2	1	1
0x110	0x362ec87cbcef51ce	-0x17129a55a5b997c8	1	235	578	2	0	0
0x24	0x53cdea2c3ca4fd2c	-0x1714866063d46f2b	0	375	388	1	0	0
0x40	0x207c8fdfd4cf899a	-0x1717119be97b1471	0	500	501	1	0	0
0x59	0x10600b6c003b6410	-0x1717e2042bcb98f2	0	305	322	1	0	0
0x18	0x53cdea2c3ca4fd2c	-0x172841c65435a6e	0	197	198	2	1	1
0x53	-0x4d6713f5b4e83c3e	-0x172a8d46e5b6963f	0	234	234	1	0	0
0x41	0x76f0de632b2c95e3	-0x172ae0b70b3660f	0	287	287	1	0	0
0xf9	0x77ec5bff3fc7373	-0x173600371f9c6c87	0	191	482	1	0	0
0xca	0x1e2cb35470c5e0f1	-0x173783fc614d73b1	0	408	585	1	0	0
0x2f	0x6a94a762721f1d35	-0x1739a1e2ff750c96	0	592	592	1	0	0
0xed	0x31c508c8b86aff32	-0x173db7e19f985df4	0	241	526	1	1	1
0x3e	-0x5472af8fc0d96b0a	-0x17404a0b425f4dc1	0	179	179	1	0	0
0x1d	-0x6e56aa920bf38baf	-0x174186fdf542e5dd	0	102	102	1	0	0
0x109	-0x32bb349c9f414046	-0x1744a84a7fbf72af	0	234	581	1	0	0
0xfd	-0x4a1ba233be4519f8	-0x174f55b5b2dfcaec	0	255	564	1	0	0
0x2f	0x62852fbbc343499f	-0x1757fe7fdfdfbfa6	0	290	290	1	0	0
0x4e	0x3e9750891abc4084	-0x175af1cb681c79a1	0	297	297	1	0	0
0xef	0x2b954a1614159cfa	-0x175d362c54d5dedf	0	136	374	1	0	0
0x2f	-0x2f768e3259c228c1	-0x175dd4aadbbca8c1	0	558	558	1	0	0
0x25	-0x367ab6cf0ca901cf	-0x177130d74576c114	60	574	637	5	0	0
0xd1	-0x30c9e9bf87c5061a	-0x1774eee5b6345295	0	181	370	2	0	0
0xd2	-0x9bbf91e400e451c	-0x1775a64c1cf8a58a	25	392	617	3	0	1
0x1c	0x5932905c53ceb4d8	-0x17774cdac3410f32	0	227	227	1	0	0
0xdc	0x7df68d696d014671	-0x17815bad0b6c44f5	4	246	487	2	0	0
0x1c	-0x287c732de4648e14	-0x17829f5c0b842a2e	0	279	279	1	0	0
0xe6	-0x783a48c6bc295d62	-0x17875754cba3b8b	0	77	368	1	0	0
0xe8	0x475cb39128f56dd2	-0x1787a86add16a6f7	0	186	481	2	0	0
0xf1	0x7869d4fc953ca3f7	-0x17892872dbea3712	0	230	517	1	0	0
0x114	-0x5846f331ce425022	-0x178a83235a69926d	0	124	614	1	0	0
0xef	-0x1a58790a4bf44052	-0x178a94f60087ff87	179	63	480	4	0	0
0x2b	0x6f99bdf58b54ac6b	-0x1797d55adb6ed734	51	244	314	3	0	0
0xd2	-0x7b09495bf5e10175	-0x179c1e29d62ff227	259	119	578	14	0	0
0xc2	0x236cfb7fb6c2ab78	-0x17a63a689d17a199	0	429	621	2	0	0
0x62	-0x1a1be06b2cc7ac6a	-0x17a7559d5de2e5a0	0	91	96	1	0	0
0x3e	-0x35ff0c4da409bfe5	-0x17ad744d4dcd9ca0	0	329	329	3	0	0
0x41	0x15d299e240399237	-0x17b0ac8fe04cd630	22	153	175	4	0	1
0x5d	0x5f545a6bd17d5c50	-0x17b1ddb3dd918d04	0	550	563	1	0	0
0x5c	-0x71d385a01980b850	-0x17c25ceb91594bba	0	94	94	2	0	0
0xc3	-0xf842d09b47909b7	-0x17c5e9006d80be7f	0	181	353	1	0	0
0xce	0x3a5889bbfff0f770	-0x17d095ce2d1bf56b	0	278	479	1	0	0
0x1f	-0x2f43e20d6d1052f3	-0x17d886bd6421bc78	160	252	412	2	0	0
0x39	0x72be082f8a4018fa	-0x17deb86c234611e4	4	148	152	2	1	1
0x101	-0x70a214e731a73c57	-0x17e3d65a48d84486	0	201	509	1	0	0
0xff	0x59605d7ca4785df3	-0x17e5b6c9b28dc277	0	238	552	1	0	0
0x1c	0x9a0cbd846f62698	-0x17e7929bacaaf5dc	0	178	178	2	0	0
0x46	-0x364f0c6ed3187b8	-0x17e7d27e8a323b87	21	468	489	2	0	0
0x50	0x66f7fa8adcfe025d	-0x17eb14fa958ad186	93	442	548	2	0	1
0x2b	-0x2f49bf0da71ec6e	-0x17eba8e89e5eab9	0	180	199	1	0	0
0xef	-0x65b25d6710dc927f	-0x17f51e1be5cdc3e9	0	309	547	2	1	1
0xef	-0x4c3d2d6986301c18	-0x17f5ee7b37b11372	0	60	298	1	0	0
0xdd	0xdf7f0d3e8fb38fd	-0x17f7b952940b919	0	97	331	1	1	1
0xee	0x696001a9bc3bbd0e	-0x17fa0cd49cf7e529	0	323	609	1	0	0
0x62	-0x76c404161a278f67	-0x17fb1b5ceb7d2df6	0	92	97	5	0	0
0xff	0x3061b9c1808197b8	-0x180c3491eb48f1e0	0	112	426	1	0	0
0x10a	-0x5845118c0c568045	-0x1813c7df18993df7	0	180	510	1	0	0
0x39	0x37fbe5e42a88fdac	-0x18148d69acf30d0b	0	162	162	1	1	1
0x10d	0x46a57bdb87d151d8	-0x1815967917c1ef9f	0	279	634	1	0	0
0x42	-0x7a3917ca554f1177	-0x181ab0b14af7e079	0	588	588	1	0	0
0x45	0x17883c4493bcd623	-0x181f073ca6cb5654	5	488	494	4	0	0
0x114	0x565e5de59e02a27c	-0x181f8d83f2f93f21	21	52	563	2	0	0
0x57	0x2c9bedac38c68974	-0x1823f3124b9b4fc8	0	155	155	1	1	1
0xe7	-0x20eb55ae81be6fc5	-0x183164a75a198cb8	0	69	355	1	0	0
0xfc	0xf9ca9aeb791eaa6	-0x18317269ade31055	0	139	447	1	0	0
0x4d	0x4ebdfbbf20906868	-0x183a6b2b1bbf7766	0	564	564	1	0	0
0x57	-0x37a2458dd60ddeaf	-0x183f77d242db46d4	0	52	52	1	0	0
0xfe	0x72623154fff59bd	-0x184139d8b5bb100f	184	59	551	5	0	0
0x4c	-0x11a67f742dc9a3a8	-0x184e2de8e40c6dd2	0	370	370	2	0	0
0x5b	0x3ca5ef5d19a1d70f	-0x185116a7938a6f74	0	504	510	1	0	0
0xc7	-0x75c0476c9d13583c	-0x18511aa15a65ac66	0	186	359	1	1	1
0x1c	0x8cbdf92862bd2de	-0x1855b8ee502b2551	71	516	587	3	0	0
0x41	0x29d78dd1daa42b4c	-0x185c6c5f2ea03dc5	168	434	602	2	0	0
0xd1	-0x6fbeaaefccebd1c8	-0x186a43212e9284ad	28	276	493	2	0	0
0x44	0x32b09b6a90d69e16	-0x186ababe0392afab	13	55	73	3	0	0
0xe3	0x1bceb44e0e95534a	-0x187088e594e75cbd	15	106	390	3	0	0
0x109	0xd9f30dd18a4ea59	-0x1872d2c0090040e8	0	237	584	1	0	0
0x3b	-0x2e08ee1e2d23e116	-0x187975d10e9d4263	0	135	135	1	1	1
0x1b	0x72b3d60d4266b299	-0x187be27dbe5d98a0	0	409	413	1	0	0
0x2d	0x2c39b8c77c70faa3	-0x1883f60b5e503bb5	0	188	214	1	0	0
0x24	0x2657cc3c1faeda88	-0x1884de28d9651f1d	0	183	196	1	0	0
0x3b	0x2c2519285ca47c3a	-0x188514b2e7aa3ecb	154	62	216	2	0	0
0x5b	-0x4cff07c55963040e	-0x188a9483bdd58e91	104	134	244	4	0	0
0x103	0xdf7f0d3e8fb38fd	-0x188f064dffda8139	0	125	480	1	0	0
0x5d	0x55f16c8c735c4e7d	-0x18921fab6ae3f81b	153	285	451	2	0	0
0x56	0x4af50a110bfaeda5	-0x18952d7f2139bc6d	0	411	412	1	0	0
0xf9	-0x727ce8d10770e124	-0x18a1138f963b58c4	0	184	475	1	0	0
0x38	-0x23126a1a97f5fe6a	-0x18a193e2741c1751	0	464	467	1	0	0
0xf9	-0x29a4541576e46e85	-0x18a2b585d0629e13	0	169	460	1	0	0
0x18	-0x74af667ee51f1dc3	-0x18a57e5ca2f8e8a5	0	174	175	1	0	0
0xc9	-0x62875b52fc7769f5	-0x18ab9a3ee18a0f8a	171	143	496	2	0	0
0x35	0x3b8cbdecd1ab198d	-0x18b3c6ed278a5f00	0	81	81	1	0	0
0xf7	-0x2eb103bd2ee38e23	-0x18b6124960e2c420	0	338	617	1	1	1
0x5a	-0x3306e16222d649e8	-0x18bbd03e91a90a7a	84	128	214	2	0	0
0xc9	-0x10c4ce18884dd4a7	-0x18be2a172d0808f1	1	283	466	2	0	0
0xfd	-0x464e7326d8c66e13	-0x18c57fc57cd5895	0	152	461	1	0	0
0x53	0x29efcae5af886ec9	-0x18c71167bc2d5eda	0	635	635	1	0	0
0x112	0x10228d863dd101b7	-0x18cef9eb6e15861b	0	534	535	2	0	0
0xce	0x2a84d4e64f6c2381	-0x18d8c5ece81f7838	224	72	497	7	0	0
0x110	0x1f4c605e4272afef	-0x18db7cd9626eaf39	44	151	537	2	0	0
0x4a	0xf9a85ad21a00b02	-0x18e6955d76dbb058	0	69	77	1	0	0
0xc2	0x6b65c927bb7a58fc	-0x18eebd4fb7d3d4d8	0	430	622	1	0	0
0x109	0x2800b898beb3f7ee	-0x18f0558906293801	0	160	507	1	0	0
0x2f	0x17a76176b222e70	-0x18f081e34db295af	0	142	142	3	1	1
0x51	-0xb8634320283fd7e	-0x18f5e4937cd4a8d	265	235	501	4	0	0
0x61	0x706ce881d454e23b	-0x18f8cd355bdb9dfe	0	504	504	1	0	0
0x42	-0x573cab6bd8613f33	-0x18fd92e13797a2b8	0	181	181	1	0	0
0xfc	0x6f25bff7fd5bff07	-0x18fe48fb64e6b88d	31	180	519	2	0	1
0x4d	0x3563aa08831228e6	-0x18ff2c370c9daed2	0	152	152	1	0	0
0xfc	0x36bf56c31bd79d35	-0x1904c94756df401	84	231	623	3	0	1
0x1f	0x3e2a9733e50c1892	-0x191606df1354bd39	0	157	157	2	0	0
0xd3	0x2758ec69a30e3937	-0x192151bcfd35d378	0	324	524	1	0	0
0x53	0x5eff639d54056667	-0x1925e725df41ced2	2	90	92	3	0	1
0x40	0x3bb3a0fa98fe5cdb	-0x1926a3610dc69a0f	0	543	544	1	0	0
0x4e	-0x4d699cc876e8e3e	-0x193051b5fef0e6a1	42	105	147	2	0	0
0xd4	-0x6e3d62e17815fcd6	-0x1930c243288b413e	0	284	488	1	0	0
0x2f	-0x553d3ec3ac9c0e5a	-0x1938a00a76599171	238	182	420	2	0	0
0x106	0x4e6da98f50fb8d87	-0x1939ac2c6347baea	130	72	553	8	0	0
0x4d	-0x8175f87b145dc21	-0x193c2263077f6449	0	305	305	1	0	0
0xe4	-0x36525d08c07dbdf2	-0x193ddbf23363c1ca	0	325	613	1	0	0
0x3e	-0x767cafb254914f02	-0x1949ca6808232bca	0	325	325	1	0	0
0xf0	-0x4de0ddd6202d2c59	-0x194acd75d6a8d19e	0	74	361	1	0	0
0x35	-0x1baff07a5da33dda	-0x194f042c69c4b196	0	371	371	1	0	0
0x39	-0x42fac9f0479e7f80	-0x1950158342350a72	0	212	212	1	1	1
0x2f	0x28774e20aa79ada1	-0x1951fcdfb5abfcfc	0	451	451	1	0	0
0x4a	0x575970297e37dbdb	-0x19524b1049913b0a	33	237	278	4	0	0
0xd4	0x6864ae6abd89f486	-0x1954bd4f35809d98	0	215	419	2	0	0
0x5a	-0x57605ce2ab5bb340	-0x1959dae970b652d	8	117	127	3	0	1
0x30	-0x5b4a2969d4a7eeb5	-0x195b041ee3f55ce2	0	76	96	1	0	0
0x3f	-0x4772bcb7cd3a1be6	-0x195bd5ddf2d644c1	11	570	581	2	0	0
0xd3	-0x7a42953923c05571	-0x195e0f01223e33f4	4	331	535	2	0	0
0x41	-0x5d9639dea14582dd	-0x19633f9067b0610b	0	434	434	1	0	0
0xee	-0x4620bfd9b07b6669	-0x196a381924e33758	0	334	620	1	0	0
0xf9	-0x226f4738e089f2c8	-0x196c8b5861fa6f6f	126	56	473	4	0	0
0xe8	-0x1bd8329609fe4d8d	-0x196dbca0005e6f66	18	246	559	2	1	1
0x40	-0x6a753d9d7a48f51a	-0x196e60ef2a86f099	0	630	631	1	1	1
0x4d	0x24ed79642b1a44ef	-0x1970ae70a9f88453	0	511	511	1	0	0
0xe0	-0x6b789dba7a7220cf	-0x1971c9e0bedd6195	0	225	459	1	0	0
0xff	-0x7cc7455619a62cf2	-0x1971cedb256dea9e	0	106	420	1	0	0
0x109	-0x2977e0f0f5eba3d8	-0x1978fe88d2c04af4	0	231	578	1	0	0
0xe6	0x72a34e54d8a9dc00	-0x197ac9f5ebe16704	182	70	543	4	0	0
0x1f	-0x156c3c4d92184af9	-0x197c3cb21a7ba30f	0	613	613	1	0	0
0x51	-0x267faaa5cc325f67	-0x1983b52aecb3c824	0	353	354	1	0	0
0x1d	0x16a05027d6722cbe	-0x1985ca795746d81f	0	329	329	1	0	0
0x5f	0x17883c4493bcd623	-0x198c8fb17ed409b7	0	593	593	1	0	0
0x60	-0x700a5528a564be7f	-0x198ee31c7416e597	196	146	342	3	0	0
0xd5	0x77ce288cfc4d022	-0x199244bbb15e692b	0	159	390	1	0	0
0x53	-0x597a45c6b3b3888e	-0x19b99be9dce3d297	255	214	469	4	0	0
0x105	-0x2d18adf4431d3fb9	-0x19bde89357529a94	1	269	624	2	0	0
0x58	0x4712a0b5cc88d6a8	-0x19c623fb5fd92a76	3	350	370	2	0	0
0xf9	-0xd7083eeec2d4034	-0x19c8b506e6ed7aed	4	178	473	2	0	0
0x1b	-0x7695fa906b7f62c0	-0x19c90e6297b2758c	0	106	110	1	0	0
0x4a	0x51306afe898f68c8	-0x19ce291f7fdd9b3	0	52	60	1	0	0
0xe8	0xa8d8f924b6839e6	-0x19d0de72a051da7a	101	79	475	2	0	0
0x22	0x774127ed3d8a5690	-0x19d22afb0f4f56e8	0	355	355	1	0	0
0xcf	0x75db0d69bab1b736	-0x19d4b4409c91b00a	208	141	541	2	0	0
0x4a	-0x216eca635125ea2b	-0x19dff0d23e6f40b8	0	251	259	1	0	0
0x50	0x6cbd9abb30993336	-0x19e333f9bd7fde72	0	61	74	1	0	0
0xd4	0x6eae9d914f3c51c5	-0x19ee6132b8e43bc7	0	179	383	1	0	0
0x58	0x53cdea2c3ca4fd2c	-0x19ef974a13e5d5f1	169	124	310	4	1	1
0x1a	0x2e78ff847b82a36f	-0x19f28cd5ab81c981	0	226	226	1	1	1
0xcf	0x3517c4f8d1ef8e8b	-0x19f2aece63a2ee91	0	54	246	1	1	1
0xfc	-0x7023b7fad0aa839e	-0x19f4d4fc4d7ff997	0	56	364	1	0	0
0x107	0x361284e5dfe6613d	-0x19fbc1e5dedd56e4	0	61	375	1	0	0
0xc7	-0x6e5fd7da7ffcb775	-0x19ff1dc5a155befa	0	190	363	1	0	0
0xf2	0xd9fe497cc44c97b	-0x1a0364342cdd97db	0	342	634	1	0	0
0x38	0x4e38abac0b5fee8d	-0x1a082b47bda128f8	0	548	551	1	0	0
0xc3	-0x3ae25085231c3ea4	-0x1a0a59dbad28db3c	0	427	599	1	0	0
0x5a	0x7214e96d4319d438	-0x1a0b90c9dc9ff928	251	325	578	2	0	0
0xe3	-0x7246aa347557bc23	-0x1a0f2cc4ffd53e05	0	159	428	1	1	1
0x29	0x32eb45de020cf557	-0x1a19fa3c6d414fff	0	468	469	1	0	0
0x102	0x1269056c6b007c5a	-0x1a1e833e7ea735e5	104	149	565	2	0	0
0x1c	0x10daaa0ec8aed564	-0x1a21123f1339359c	0	585	585	1	0	0
0xc3	-0x6dbd4e54165214f4	-0x1a27a918876751dd	0	119	291	1	0	0
0xcd	-0x7e232af93a3f9a42	-0x1a2b7bf994284043	0	174	361	1	0	0
0xe8	-0x204167d81619c152	-0x1a2c7c09cd562489	0	302	597	1	1	1
0x2f	-0x783763bea5cf6990	-0x1a2f8c7c36f8b6f6	0	375	375	1	0	0
0x1f	0x26829e491fcac1c4	-0x1a2f971407badf63	0	357	357	2	0	0
0x106	0x357903989bf621b6	-0x1a3200cf911897e	0	184	535	1	0	0
0x70	0x2c794af79af5b067	-0x1a3c6b0c3fb106a5	8	611	630	3	0	0
0xd4	0xdf7f0d3e8fb38fd	-0x1a3ddb30499e4394	0	219	423	1	0	0
0xf3	0x7ee072f08ff6f58f	-0x1a43204b34fcf41d	0	228	515	3	0	0
0x5d	-0x3cd65bc1f9fbb2e1	-0x1a4742b6367eb2ce	0	536	549	1	0	0
0x53	0x31be2703bab0e6ca	-0x1a4844f970a94d74	15	527	542	2	1	1
0x18	0x46bd5885f558ecb5	-0x1a4a10ae6bfadb7f	0	237	238	1	0	0
0x3e	0x4f62dfd6acb5e415	-0x1a4ea987ab84f9ff	0	526	526	1	1	1
0xe8	-0x78ee670fe74c6e2e	-0x1a53e336d8df967b	0	213	508	1	0	0
0x104	-0x54f1a20f4ec181ea	-0x1a5626e4fc7b60c4	0	195	509	1	0	0
0x49	-0x51617082722bfa03	-0x1a58f4823fb1447d	0	120	120	2	1	1
0x4e	-0x4debb6095b6c5951	-0x1a595c43634be2bc	0	92	92	2	1	1
0x4c	-0x34e3eb8ebf1b527c	-0x1a5e7e49aeb8db38	0	473	473	1	0	0
0x44	0x28e784cfff48c97f	-0x1a639a29cf9f9059	14	97	116	3	0	0
0x2f	0x2562d904f52e3a8e	-0x1a65f392e47956ad	0	142	142	3	1	1
0x5e	-0x48d3615c855f9f9b	-0x1a6ae6ba4ae227f1	0	599	599	1	0	0
0x1f	-0x20303dc5cbbe8dd	-0x1a6bb0a88a2dfcc8	0	145	145	1	0	0
0x31	0x1cb2c35c59112c7f	-0x1a70eeacdb5c2371	0	373	383	1	0	0
